Sulfuric acid,"{'Time': '1', 'Sulfur': '5', 'Iron plate': '1', 'Water': '100'}",{'Sulfuric acid': '50'},"{'Prototype type': 'fluid', 'Required technologies': ['Sulfur processing (research)'], 'Internal name': 'sulfuric-acid', 'Produced by': ['Chemical plant'], 'Consumed by': ['Processing unit', 'Battery', 'Fill sulfuric acid barrel']}"
Water,No Ingredients,No Products,"{'Prototype type': 'fluid', 'Produced by': ['Offshore pump', 'Empty water barrel'], 'Internal name': 'water', 'Required technologies': 'None required', 'Map color': ['background-color:#305258'], 'Consumed by': ['Concrete', 'Heavy oil cracking', 'Light oil cracking', 'Sulfuric acid', 'Sulfur', 'Explosives', 'Fill water barrel', 'Advanced oil processing']}"
Iron plate,"{'Time': '3.2', 'Iron ore': '1'}",{'Iron plate': '1 '},"{'Prototype type': 'item', 'Produced by': ['Stone furnace', 'Steel furnace', 'Electric furnace'], 'Internal name': 'iron-plate', 'Stack size': '100', 'Required technologies': 'None required', 'Consumed by': ['Accumulator', 'Assembling machine 1', 'Battery', 'Burner inserter', 'Burner mining drill', 'Car', 'Cargo wagon', 'Electric mining drill', 'Electronic circuit', 'Fast inserter', 'Firearm magazine', 'Grenade', 'Gun turret', 'Inserter', 'Iron chest', 'Iron gear wheel', 'Iron stick', 'Light armor', 'Long handed inserter', 'Pipe', 'Pipe to ground', 'Pistol', 'Power switch', 'Programmable speaker', 'Radar', 'Rail chain signal', 'Rail signal', 'Rocket', 'Rocket launcher', 'Shotgun', 'Shotgun shells', 'Lamp', 'Splitter', 'Steam engine', 'Steel plate', 'Storage tank', 'Submachine gun', 'Sulfuric acid', 'Train stop', 'Transport belt', 'Underground belt', 'Uranium fuel cell']}"
Copper plate,"{'Time': '3.2', 'Copper ore': '1'}",{'Copper plate': '1 '},"{'Prototype type': 'item', 'Produced by': ['Stone furnace', 'Steel furnace', 'Electric furnace'], 'Internal name': 'copper-plate', 'Stack size': '100', 'Required technologies': 'None required', 'Consumed by': ['Automation science pack', 'Battery', 'Big electric pole', 'Combat shotgun', 'Copper cable', 'Gun turret', 'Heat exchanger', 'Heat pipe', 'Heavy armor', 'Low density structure', 'Medium electric pole', 'Nuclear reactor', 'Piercing rounds magazine', 'Piercing shotgun shells', 'Pistol', 'Shotgun', 'Shotgun shells', 'Solar panel', 'Steam turbine', 'Submachine gun', 'Substation']}"
Steel plate,"{'Time': '16', 'Iron plate': '5'}",{'Steel plate': '1 '},"{'Prototype type': 'item', 'Produced by': ['Stone furnace', 'Steel furnace', 'Electric furnace'], 'Internal name': 'steel-plate', 'Stack size': '100', 'Required technologies': ['Steel processing (research)'], 'Consumed by': ['Artillery turret', 'Artillery wagon', 'Assembling machine 2', 'Personal battery', 'Beacon', 'Belt immunity equipment', 'Big electric pole', 'Cannon shell', 'Car', 'Cargo wagon', 'Centrifuge', 'Chemical plant', 'Cluster grenade', 'Combat shotgun', 'Discharge defense', 'Electric furnace', 'Empty barrel', 'Energy shield', 'Engine unit', 'Exoskeleton', 'Explosive cannon shell', 'Flamethrower', 'Flamethrower ammo', 'Flamethrower turret', 'Fluid wagon', 'Flying robot frame', 'Gate', 'Heat exchanger', 'Heat pipe', 'Heavy armor', 'Land mine', 'Laser turret', 'Locomotive', 'Low density structure', 'Medium electric pole', 'Modular armor', 'Nightvision', 'Nuclear reactor', 'Oil refinery', 'Personal roboport', 'Piercing rounds magazine', 'Piercing shotgun shells', 'Poison capsule', 'Power armor', 'Pump', 'Pumpjack', 'Rail', 'Refined concrete', 'Roboport', 'Rocket silo', 'Slowdown capsule', 'Solar panel', 'Portable solar panel', 'Steel chest', 'Steel furnace', 'Storage tank', 'Substation', 'Tank', 'Train stop']}"
Plastic bar,"{'Time': '1', 'Petroleum gas': '20', 'Coal': '1'}",{'Plastic bar': '2'},"{'Prototype type': 'item', 'Produced by': ['Chemical plant'], 'Internal name': 'plastic-bar', 'Stack size': '100', 'Required technologies': ['Plastics (research)'], 'Consumed by': ['Advanced circuit', 'Cannon shell', 'Explosive cannon shell', 'Low density structure']}"
Sulfur,"{'Time': '1', 'Water': '30', 'Petroleum gas': '30'}",{'Sulfur': '2'},"{'Prototype type': 'item', 'Produced by': ['Chemical plant'], 'Internal name': 'sulfur', 'Stack size': '50', 'Required technologies': ['Sulfur processing (research)'], 'Consumed by': ['Explosives', 'Sulfuric acid']}"
Battery,"{'Time': '4', 'Iron plate': '1', 'Copper plate': '1', 'Sulfuric acid': '20'}",{'Battery': '1 '},"{'Prototype type': 'item', 'Produced by': ['Chemical plant'], 'Internal name': 'battery', 'Stack size': '200', 'Required technologies': ['Battery (research)'], 'Consumed by': ['Accumulator', 'Personal battery', 'Flying robot frame', 'Laser turret', 'Personal roboport']}"
Explosives,"{'Time': '4', 'Sulfur': '1', 'Water': '10', 'Coal': '1'}",{'Explosives': '2'},"{'Prototype type': 'item', 'Produced by': ['Chemical plant'], 'Internal name': 'explosives', 'Stack size': '50', 'Required technologies': ['Explosives (research)'], 'Consumed by': ['Artillery shell', 'Atomic bomb', 'Cannon shell', 'Cliff explosives', 'Cluster grenade', 'Explosive cannon shell', 'Explosive rocket', 'Land mine', 'Rocket']}"
Uranium processing,"{'Uranium ore': '10', 'Time': '12'}","{'Uranium-238': '0.993', 'Uranium-235': '0.007'}","{'Prototype type': 'recipe', 'Required technologies': ['Uranium processing (research)'], 'Internal name': 'uranium-processing', 'Produced by': ['Centrifuge']}"
Copper cable,"{'Time': '0.5', 'Copper plate': '1'}",{'Copper cable': '2'},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'copper-cable', 'Stack size': '200', 'Required technologies': 'None required', 'Consumed by': ['Advanced circuit', 'Arithmetic combinator', 'Beacon', 'Constant combinator', 'Decider combinator', 'Electronic circuit', 'Green wire', 'Power switch', 'Programmable speaker', 'Red wire', 'Small electric pole', 'Lamp']}"
Iron stick,"{'Time': '0.5', 'Iron plate': '1'}",{'Iron stick': '2'},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'iron-stick', 'Stack size': '100', 'Required technologies': 'None required', 'Consumed by': ['Big electric pole', 'Medium electric pole', 'Programmable speaker', 'Rail', 'Refined concrete', 'Train stop']}"
Iron gear wheel,"{'Time': '0.5', 'Iron plate': '2'}",{'Iron gear wheel': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'iron-gear-wheel', 'Stack size': '100', 'Required technologies': 'None required', 'Consumed by': ['Artillery turret', 'Artillery wagon', 'Assembling machine 1', 'Assembling machine 2', 'Automation science pack', 'Burner inserter', 'Burner mining drill', 'Cargo wagon', 'Centrifuge', 'Chemical plant', 'Combat shotgun', 'Defender capsule', 'Electric mining drill', 'Engine unit', 'Express splitter', 'Express transport belt', 'Express underground belt', 'Fast splitter', 'Fast transport belt', 'Fast underground belt', 'Flamethrower', 'Flamethrower turret', 'Fluid wagon', 'Gun turret', 'Inserter', 'Lab', 'Long handed inserter', 'Offshore pump', 'Oil refinery', 'Personal roboport', 'Pumpjack', 'Radar', 'Repair pack', 'Roboport', 'Rocket launcher', 'Shotgun', 'Stack inserter', 'Steam engine', 'Steam turbine', 'Submachine gun', 'Tank', 'Transport belt']}"
Electronic circuit,"{'Time': '0.5', 'Iron plate': '1', 'Copper cable': '3'}",{'Electronic circuit': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'electronic-circuit', 'Stack size': '200', 'Required technologies': 'None required', 'Consumed by': ['Advanced circuit', 'Arithmetic combinator', 'Assembling machine 1', 'Assembling machine 2', 'Beacon', 'Chemical plant', 'Constant combinator', 'Construction robot', 'Decider combinator', 'Discharge defense remote', 'Efficiency module', 'Electric engine unit', 'Electric mining drill', 'Fast inserter', 'Fast splitter', 'Filter inserter', 'Flying robot frame', 'Gate', 'Green wire', 'Inserter', 'Lab', 'Laser turret', 'Locomotive', 'Active provider chest', 'Buffer chest', 'Passive provider chest', 'Requester chest', 'Storage chest', 'Offshore pump', 'Oil refinery', 'Poison capsule', 'Power switch', 'Processing unit', 'Productivity module', 'Programmable speaker', 'Pumpjack', 'Radar', 'Rail chain signal', 'Rail signal', 'Red wire', 'Repair pack', 'Rocket', 'Rocket launcher', 'Slowdown capsule', 'Lamp', 'Solar panel', 'Speed module', 'Splitter', 'Stack filter inserter', 'Stack inserter', 'Train stop']}"
Advanced circuit,"{'Time': '6', 'Electronic circuit': '2', 'Plastic bar': '2', 'Copper cable': '4'}",{'Advanced circuit': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'advanced-circuit', 'Stack size': '200', 'Required technologies': ['Advanced electronics (research)'], 'Consumed by': ['Artillery turret', 'Artillery wagon', 'Beacon', 'Belt immunity equipment', 'Centrifuge', 'Chemical science pack', 'Distractor capsule', 'Efficiency module', 'Efficiency module 2', 'Efficiency module 3', 'Electric furnace', 'Energy shield', 'Express splitter', 'Active provider chest', 'Buffer chest', 'Passive provider chest', 'Requester chest', 'Storage chest', 'Logistic robot', 'Modular armor', 'Nightvision', 'Nuclear reactor', 'Personal roboport', 'Processing unit', 'Productivity module', 'Productivity module 2', 'Productivity module 3', 'Roboport', 'Portable solar panel', 'Speed module', 'Speed module 2', 'Speed module 3', 'Stack inserter', 'Substation', 'Tank']}"
Processing unit,"{'Time': '10', 'Electronic circuit': '20', 'Advanced circuit': '2', 'Sulfuric acid': '5'}",{'Processing unit': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 2', 'Assembling machine 3'], 'Internal name': 'processing-unit', 'Stack size': '100', 'Required technologies': ['Advanced electronics 2 (research)'], 'Consumed by': ['Artillery targeting remote', 'Personal battery MK2', 'Discharge defense', 'Efficiency module 2', 'Efficiency module 3', 'Energy shield MK2', 'Exoskeleton', 'Portable fusion reactor', 'Personal laser defense', 'Personal roboport MK2', 'Power armor', 'Power armor MK2', 'Productivity module 2', 'Productivity module 3', 'Rocket control unit', 'Rocket silo', 'Satellite', 'Speed module 2', 'Speed module 3', 'Utility science pack']}"
Engine unit,"{'Time': '10', 'Iron gear wheel': '1', 'Pipe': '2', 'Steel plate': '1'}",{'Engine unit': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3'], 'Internal name': 'engine-unit', 'Stack size': '50', 'Required technologies': ['Engine (research)'], 'Consumed by': ['Artillery wagon', 'Car', 'Chemical science pack', 'Electric engine unit', 'Flamethrower turret', 'Locomotive', 'Pump', 'Tank']}"
Electric engine unit,"{'Time': '10', 'Lubricant': '15', 'Electronic circuit': '2', 'Engine unit': '1'}",{'Electric engine unit': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 2', 'Assembling machine 3'], 'Internal name': 'electric-engine-unit', 'Stack size': '50', 'Required technologies': ['Electric engine (research)'], 'Consumed by': ['Exoskeleton', 'Flying robot frame', 'Power armor', 'Power armor MK2', 'Rocket silo']}"
Flying robot frame,"{'Electronic circuit': '3', 'Time': '20', 'Electric engine unit': '1', 'Battery': '2', 'Steel plate': '1'}",{'Flying robot frame': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'flying-robot-frame', 'Stack size': '50', 'Required technologies': ['Robotics (research)'], 'Consumed by': ['Construction robot', 'Defender capsule', 'Logistic robot', 'Utility science pack']}"
Satellite,"{'Low density structure': '100', 'Time': '5', 'Solar panel': '100', 'Rocket fuel': '50', 'Processing unit': '100', 'Radar': '5', 'Accumulator': '100'}",{'Satellite': '1 '},"{'Prototype type': 'item', 'Required technologies': ['Space science pack (research)'], 'Internal name': 'satellite', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '1'}"
Rocket part,"{'Time': '3', 'Rocket fuel': '10', 'Low density structure': '10', 'Rocket control unit': '10'}",{'Rocket part': '1 '},"{'Prototype type': 'item', 'Required technologies': ['Rocket silo (research)'], 'Internal name': 'rocket-part', 'Produced by': ['Rocket silo'], 'Stack size': '5'}"
Rocket control unit,"{'Time': '30', 'Processing unit': '1', 'Speed module': '1'}",{'Rocket control unit': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'rocket-control-unit', 'Stack size': '10', 'Required technologies': ['Rocket control unit (research)'], 'Consumed by': ['Atomic bomb', 'Rocket part']}"
Low density structure,"{'Time': '20', 'Plastic bar': '5', 'Copper plate': '20', 'Steel plate': '2'}",{'Low density structure': '1 '},"{'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'low-density-structure', 'Stack size': '10', 'Required technologies': ['Low density structure (research)'], 'Consumed by': ['Personal battery MK2', 'Energy shield MK2', 'Portable fusion reactor', 'Personal laser defense', 'Personal roboport MK2', 'Power armor MK2', 'Rocket part', 'Satellite', 'Utility science pack']}"
Rocket fuel,"{'Time': '30', 'Solid fuel': '10'}",{'Rocket fuel': '1 '},"{'Used as fuel by': ['Burner inserter', 'Burner mining drill', 'Boiler', 'Stone furnace', 'Steel furnace', 'Locomotive', 'Car', 'Tank'], 'Prototype type': 'item', 'Vehicle top speed': '115%', 'Internal name': 'rocket-fuel', 'Stack size': '10', 'Required technologies': ['Rocket fuel (research)'], 'Fuel value': '100 MJ (burner)', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Vehicle acceleration': '180%', 'Consumed by': ['Nuclear fuel', 'Rocket part', 'Satellite']}"
Nuclear fuel,"{'Time': '90', 'Rocket fuel': '1', 'Uranium-235': '1'}",{'Nuclear fuel': '1 '},"{'Used as fuel by': ['Burner inserter', 'Burner mining drill', 'Boiler', 'Stone furnace', 'Steel furnace', 'Locomotive', 'Car', 'Tank'], 'Prototype type': 'item', 'Vehicle top speed': '115%', 'Internal name': 'nuclear-fuel', 'Stack size': '1', 'Required technologies': ['Kovarex enrichment process (research)'], 'Fuel value': '1.21 GJ (burner)', 'Produced by': ['Centrifuge'], 'Vehicle acceleration': '250%'}"
Uranium-235,"{'Uranium ore': '10', 'Time': '12'}","{'Uranium-238': '0.993', 'Uranium-235': '0.007'}","{'Prototype type': 'item', 'Produced by': ['Centrifuge'], 'Internal name': 'uranium-235', 'Stack size': '100', 'Required technologies': ['Kovarex enrichment process (research)', 'Uranium processing (research)'], 'Consumed by': ['Atomic bomb', 'Kovarex enrichment process', 'Nuclear fuel', 'Uranium fuel cell']}"
Uranium-238,"{'Uranium ore': '10', 'Time': '12'}","{'Uranium-238': '0.993', 'Uranium-235': '0.007'}","{'Prototype type': 'item', 'Produced by': ['Centrifuge'], 'Internal name': 'uranium-238', 'Stack size': '100', 'Required technologies': ['Kovarex enrichment process (research)', 'Nuclear fuel reprocessing (research)', 'Uranium processing (research)'], 'Consumed by': ['Explosive uranium cannon shell', 'Kovarex enrichment process', 'Uranium cannon shell', 'Uranium fuel cell', 'Uranium rounds magazine']}"
Uranium fuel cell,"{'Uranium-238': '19', 'Time': '10', 'Iron plate': '10', 'Uranium-235': '1'}",{'Uranium fuel cell': '10'},"{'Used as fuel by': ['Nuclear reactor'], 'Prototype type': 'item', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'uranium-fuel-cell', 'Stack size': '50', 'Required technologies': ['Uranium processing (research)'], 'Fuel value': '8 GJ (burner)'}"
Used up uranium fuel cell,"{'Time': '200', 'Uranium fuel cell': '1'}",{'Used up uranium fuel cell': '1 '},"{'Prototype type': 'item', 'Produced by': ['Nuclear reactor'], 'Internal name': 'used-up-uranium-fuel-cell', 'Stack size': '50', 'Required technologies': 'None required', 'Consumed by': ['Nuclear fuel reprocessing']}"
Nuclear fuel reprocessing,"{'Time': '60', 'Used up uranium fuel cell': '5'}",{'Uranium-238': '3'},"{'Prototype type': 'recipe', 'Required technologies': ['Nuclear fuel reprocessing (research)'], 'Internal name': 'nuclear-fuel-reprocessing', 'Produced by': ['Centrifuge']}"
Kovarex enrichment process,"{'Uranium-238': '5', 'Time': '60', 'Uranium-235': '40'}","{'Uranium-238': '2', 'Uranium-235': '41'}","{'Prototype type': 'recipe', 'Required technologies': ['Kovarex enrichment process (research)'], 'Internal name': 'kovarex-enrichment-process', 'Produced by': ['Centrifuge']}"
Automation science pack,"{'Time': '5', 'Iron gear wheel': '1', 'Copper plate': '1'}",{'Automation science pack': '1 '},"{'Prototype type': 'tool', 'Required technologies': 'None required', 'Internal name': 'automation-science-pack', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Logistic science pack,"{'Time': '6', 'Inserter': '1', 'Transport belt': '1'}",{'Logistic science pack': '1 '},"{'Prototype type': 'tool', 'Required technologies': ['Logistic science pack (research)'], 'Internal name': 'logistic-science-pack', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Military science pack,"{'Time': '10', 'Wall': '2', 'Grenade': '1', 'Piercing rounds magazine': '1'}",{'Military science pack': '2'},"{'Prototype type': 'tool', 'Required technologies': ['Military science pack (research)'], 'Internal name': 'military-science-pack', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Chemical science pack,"{'Time': '24', 'Advanced circuit': '3', 'Solid fuel': '1', 'Engine unit': '2'}",{'Chemical science pack': '2'},"{'Prototype type': 'tool', 'Required technologies': ['Chemical science pack (research)'], 'Internal name': 'chemical-science-pack', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Production science pack,"{'Rail': '30', 'Time': '21', 'Productivity module': '1', 'Electric furnace': '1'}",{'Production science pack': '3'},"{'Prototype type': 'tool', 'Required technologies': ['Production science pack (research)'], 'Internal name': 'production-science-pack', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Utility science pack,"{'Time': '21', 'Processing unit': '2', 'Low density structure': '3', 'Flying robot frame': '1'}",{'Utility science pack': '3'},"{'Prototype type': 'tool', 'Required technologies': ['Utility science pack (research)'], 'Internal name': 'utility-science-pack', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200'}"
Pistol,"{'Time': '5', 'Iron plate': '5', 'Copper plate': '5'}",{'Pistol': '1 '},"{'Prototype type': 'gun', 'Ammunition': ['Firearm magazine', 'Piercing rounds magazine', 'Uranium rounds magazine'], 'Internal name': 'pistol', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '5', 'Required technologies': 'None required', 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '15', 'Shooting speed': '4/s'}"
Submachine gun,"{'Time': '10', 'Iron plate': '10', 'Iron gear wheel': '10', 'Copper plate': '5'}",{'Submachine gun': '1 '},"{'Prototype type': 'gun', 'Ammunition': ['Firearm magazine', 'Piercing rounds magazine', 'Uranium rounds magazine'], 'Internal name': 'submachine-gun', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '5', 'Required technologies': ['Military (research)'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '18', 'Shooting speed': '10/s'}"
Shotgun,"{'Time': '10', 'Wood': '5', 'Iron plate': '15', 'Iron gear wheel': '5', 'Copper plate': '10'}",{'Shotgun': '1 '},"{'Prototype type': 'gun', 'Ammunition': ['Shotgun shells', 'Piercing shotgun shells'], 'Internal name': 'shotgun', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '5', 'Required technologies': ['Military (research)'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '20', 'Shooting speed': '1/s'}"
Combat shotgun,"{'Time': '10', 'Wood': '10', 'Iron gear wheel': '5', 'Copper plate': '10', 'Steel plate': '15'}",{'Combat shotgun': '1 '},"{'Prototype type': 'gun', 'Damage bonus': '20%', 'Internal name': 'combat-shotgun', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '5', 'Required technologies': ['Military 3 (research)'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '20', 'Shooting speed': '2/s', 'Ammunition': ['Shotgun shells', 'Piercing shotgun shells']}"
Rocket launcher,"{'Time': '10', 'Electronic circuit': '5', 'Iron gear wheel': '5', 'Iron plate': '5'}",{'Rocket launcher': '1 '},"{'Prototype type': 'gun', 'Ammunition': ['Rocket', 'Explosive rocket', 'Atomic bomb'], 'Internal name': 'rocket-launcher', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '5', 'Required technologies': ['Rocketry (research)'], 'Boosting technologies': ['Stronger explosives (research)', 'Weapon shooting speed (research)'], 'Range': '36', 'Shooting speed': '1/s'}"
Flamethrower,"{'Time': '10', 'Iron gear wheel': '10', 'Steel plate': '5'}",{'Flamethrower': '1 '},"{'Prototype type': 'gun', 'Ammunition': ['Flamethrower ammo'], 'Internal name': 'flamethrower', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '5', 'Required technologies': ['Flamethrower (research)'], 'Range': '15', 'Shooting speed': '60/s'}"
Land mine,"{'Time': '5', 'Explosives': '2', 'Steel plate': '1'}",{'Land mine': '4'},"{'Area of effect size': '6', 'Prototype type': 'land-mine', 'Health': '15', 'Internal name': 'land-mine', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '100', 'Boosting technologies': ['Stronger explosives (research)'], 'Mining time': '0.5', 'Damage': '300 (explosion)', 'Required technologies': ['Landmines (research)']}"
Firearm magazine,"{'Time': '1', 'Iron plate': '4'}",{'Firearm magazine': '1 '},"{'Magazine size': '10', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'firearm-magazine', 'Prototype type': 'ammo', 'Used as ammunition by': ['Pistol', 'Submachine gun', 'Gun turret', 'Car', 'Tank'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Required technologies': 'None required', 'Stack size': '200', 'Damage': '5 (Physical)', 'Consumed by': ['Piercing rounds magazine']}"
Piercing rounds magazine,"{'Time': '3', 'Steel plate': '1', 'Copper plate': '5', 'Firearm magazine': '1'}",{'Piercing rounds magazine': '1 '},"{'Magazine size': '10', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'piercing-rounds-magazine', 'Prototype type': 'ammo', 'Used as ammunition by': ['Pistol', 'Submachine gun', 'Gun turret', 'Car', 'Tank'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Required technologies': ['Military 2 (research)'], 'Stack size': '200', 'Damage': '8 (physical)', 'Consumed by': ['Defender capsule', 'Military science pack', 'Uranium rounds magazine']}"
Uranium rounds magazine,"{'Uranium-238': '1', 'Time': '10', 'Piercing rounds magazine': '1'}",{'Uranium rounds magazine': '1 '},"{'Magazine size': '10', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'uranium-rounds-magazine', 'Prototype type': 'ammo', 'Used as ammunition by': ['Pistol', 'Submachine gun', 'Gun turret', 'Car', 'Tank'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Required technologies': ['Uranium ammo (research)'], 'Stack size': '200', 'Damage': '24 (physical)'}"
Shotgun shells,"{'Time': '3', 'Iron plate': '2', 'Copper plate': '2'}",{'Shotgun shells': '1 '},"{'Magazine size': '10', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'shotgun-shell', 'Stack size': '200', 'Used as ammunition by': ['Shotgun', 'Combat shotgun'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '15', 'Damage': '12×5 (physical)', 'Required technologies': ['Military (research)'], 'Prototype type': 'ammo', 'Consumed by': ['Piercing shotgun shells']}"
Piercing shotgun shells,"{'Time': '8', 'Steel plate': '2', 'Copper plate': '5', 'Shotgun shells': '2'}",{'Piercing shotgun shells': '1 '},"{'Magazine size': '10', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'piercing-shotgun-shell', 'Stack size': '200', 'Used as ammunition by': ['Shotgun', 'Combat shotgun'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '15', 'Damage': '16×8 (physical)', 'Required technologies': ['Military 4 (research)'], 'Prototype type': 'ammo'}"
Cannon shell,"{'Time': '8', 'Explosives': '1', 'Plastic bar': '2', 'Steel plate': '2'}",{'Cannon shell': '1 '},"{'Prototype type': 'ammo', 'Damage bonus': '300 Piercing power', 'Internal name': 'cannon-shell', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200', 'Used as ammunition by': ['Tank'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '30', 'Damage': '200 physical,  100 explosion', 'Required technologies': ['Tanks (research)'], 'Consumed by': ['Uranium cannon shell']}"
Explosive cannon shell,"{'Time': '8', 'Explosives': '2', 'Plastic bar': '2', 'Steel plate': '2'}",{'Explosive cannon shell': '1 '},"{'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '30', 'Damage': 'Impact: 180 physical, Area of effect: 300 explosion', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Consumed by': ['Artillery shell', 'Explosive uranium cannon shell'], 'Area of effect size': '4', 'Prototype type': 'ammo', 'Damage bonus': '100 Piercing Power', 'Internal name': 'explosive-cannon-shell', 'Stack size': '200', 'Used as ammunition by': ['Tank'], 'Required technologies': ['Tanks (research)']}"
Uranium cannon shell,"{'Cannon shell': '1', 'Time': '12', 'Uranium-238': '1'}",{'Uranium cannon shell': '1 '},"{'Prototype type': 'ammo', 'Damage bonus': '600 Piercing power', 'Internal name': 'uranium-cannon-shell', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200', 'Used as ammunition by': ['Tank'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '30', 'Damage': '400 physical,  200 explosion', 'Required technologies': ['Uranium ammo (research)']}"
